Trial,category,sub_trial,x1,x2,x3,x4,x5,x6,x7,x8,average,average_circ,bincorrect,bincorrect_circ
5856,15.0,231,-13,9,85,-55,17,58,-47,34,11.0,10.846256818119997,True,True
5857,15.0,232,24,59,12,62,-83,-10,-66,82,10.0,15.60974966714005,True,True
5858,15.0,233,35,79,-43,-51,-81,56,25,51,8.875,13.82253294767284,True,True
5859,15.0,234,62,68,-39,-4,-67,-17,81,21,13.125,13.825660295717142,True,True
5860,15.0,235,44,70,89,14,-82,17,-32,-8,14.0,16.849567983167788,True,True
5861,15.0,236,12,64,47,-55,43,9,18,-38,12.5,14.195747962351135,True,True
5862,15.0,237,64,42,83,-18,18,-41,30,-36,17.75,17.86768032215187,True,True
5863,15.0,238,-3,-5,63,52,18,-89,9,47,11.5,16.93567153993567,True,True
5864,15.0,239,27,-36,-39,41,40,73,58,-77,10.875,15.146823191935653,True,True
5865,15.0,240,4,-7,-63,78,61,-35,-23,82,12.125,10.566385325315395,True,True
5866,15.0,241,-36,34,33,-51,-7,-38,87,73,11.875,10.359510464211496,True,True
5867,15.0,242,-15,-33,35,59,-35,78,50,13,19.0,19.279449870938237,True,True
5868,15.0,243,82,70,-58,-68,-80,83,78,-8,12.375,19.177330626959616,True,True
5869,15.0,244,86,54,48,-66,-43,68,2,-25,15.5,17.47290084423358,True,True
5870,15.0,245,-15,-8,-73,20,17,88,45,42,14.5,16.38883688024967,True,True
5871,15.0,246,23,-6,16,-54,46,48,-17,73,16.125,17.18483439730329,True,True
5872,15.0,247,-18,56,-70,55,-68,62,39,27,10.375,16.241835053984488,True,True
5873,15.0,248,17,19,-47,-35,59,50,-32,89,15.0,14.527839806391228,True,True
5874,15.0,249,78,-43,59,41,1,-64,-44,71,12.375,14.103561498128443,True,True
5875,15.0,250,-38,3,63,82,13,-30,2,54,18.625,17.998982278721485,True,True
5876,15.0,251,-9,1,68,-8,62,-9,34,10,18.625,17.65744799282021,True,True
5877,15.0,252,-33,41,89,-12,-85,68,-69,65,8.0,11.894282015357504,True,True
5878,15.0,253,48,17,-51,80,-12,0,24,36,17.75,18.323404599464425,True,True
5879,15.0,254,-2,42,-89,-17,9,62,86,-21,8.75,11.152682957643918,True,True
5880,15.0,255,62,76,-23,-13,80,37,-37,-45,17.125,16.59553031332061,True,True
5881,15.0,256,-76,-73,36,66,63,-80,75,36,5.875,16.71424720950813,True,True
5882,15.0,257,48,86,-14,68,50,-79,-55,5,13.625,18.235594689309806,True,True
5883,15.0,258,23,-10,-35,59,51,-82,29,26,7.625,11.827848721931105,True,True
5884,15.0,259,55,32,54,-71,51,49,-71,-72,3.375,11.269292353979779,True,True
5885,15.0,260,-49,60,-26,23,66,75,-27,-14,13.5,12.771893912394688,True,True
5886,15.0,261,-59,42,44,82,-5,23,11,-64,9.25,11.328129116122739,True,True
5887,15.0,262,20,-8,0,81,72,-68,48,-51,11.75,13.110048213594581,True,True
5888,15.0,263,-31,-31,70,27,46,5,-90,86,10.25,13.929371508301045,True,True
5889,15.0,264,52,-36,53,12,-25,39,-57,47,10.625,12.452841303966835,True,True
5890,15.0,265,-9,-47,80,21,-9,68,-68,84,15.0,15.646138063388918,True,True
5891,15.0,266,-9,-32,89,71,15,-57,8,28,14.125,13.035128354499193,True,True
5892,15.0,267,-35,79,9,4,-18,65,50,-75,9.875,11.075095427636029,True,True
5893,15.0,268,-9,65,-71,32,57,42,-26,28,14.75,18.33175199785896,True,True
5894,15.0,269,-5,-18,-25,54,63,-19,32,22,13.0,12.445835205540419,True,True
5895,15.0,270,80,88,-45,-29,3,-23,62,-17,14.875,11.496761383789021,True,True
5896,15.0,271,89,35,-87,25,84,6,-6,-61,10.625,14.330634315518665,True,True
5897,15.0,272,86,15,-5,54,-52,78,-39,8,18.125,17.85259126506034,True,True
5898,15.0,273,-32,-38,-41,59,65,21,59,46,17.375,19.118359674587964,True,True
5899,15.0,274,-65,-21,6,-77,48,67,52,53,7.875,12.948125964370263,True,True
5900,15.0,275,-7,50,69,37,-48,-53,56,12,14.5,16.648102494459096,True,True
5901,15.0,276,0,83,51,10,59,-85,-30,-7,10.125,12.818534518829011,True,True
5902,15.0,277,66,-2,11,-9,34,-67,55,8,12.0,13.77564593608966,True,True
5903,15.0,278,-71,7,69,-51,-25,72,62,48,13.875,17.70230433897501,True,True
5904,15.0,279,-50,1,81,69,-49,-6,24,29,12.375,12.151546964994907,True,True
5905,15.0,280,19,77,-81,-82,73,47,21,-5,8.625,16.335140086634368,True,True
5906,15.0,281,-2,-73,-29,56,19,45,45,2,7.875,10.499752173376834,True,True
5907,15.0,282,7,-68,53,-68,59,2,1,77,7.875,10.586994144748218,True,True
5908,15.0,283,1,-34,52,18,-10,-11,67,41,15.5,15.194679089208961,True,True
5909,15.0,284,84,-38,-47,-7,39,42,-81,74,8.25,10.009361407095668,True,True
5910,15.0,285,-89,89,-9,24,-79,45,35,17,4.125,10.348600983774958,True,True
5911,15.0,286,65,39,-56,42,11,-9,-30,69,16.375,17.936240933871403,True,True
5912,15.0,287,-30,-84,75,67,-74,57,30,14,6.875,13.303427566690829,True,True
5913,15.0,288,83,32,-8,5,-78,-23,10,82,12.875,13.65557864376666,True,True
5914,15.0,289,16,76,-36,78,-56,48,12,-54,10.5,10.720106256328108,True,True
5915,15.0,290,56,-73,-20,1,81,65,-24,1,10.875,11.26995785964536,True,True
5916,15.0,291,75,0,-32,15,-3,88,2,-20,15.625,12.450538075775683,True,True
5917,15.0,292,69,-40,57,-60,59,-37,-9,84,15.375,16.519780454171467,True,True
5918,15.0,293,45,-90,18,81,8,-70,28,42,7.75,15.703015392771135,True,True
5919,15.0,294,27,77,-24,55,-69,32,-69,25,6.75,10.343928951666612,True,True
5920,15.0,295,-4,-12,48,34,26,53,-8,-7,16.25,16.043055349061547,True,True
5921,15.0,296,75,73,19,25,-83,48,-78,-16,7.875,14.976931440747762,True,True
5922,15.0,297,-3,35,74,14,-27,68,-22,-23,14.5,13.054613942182783,True,True
5923,15.0,298,-86,25,47,59,-18,41,-57,45,7.0,13.471512567224607,True,True
5924,15.0,299,28,49,-55,36,-49,-2,37,59,12.875,15.75749362660386,True,True
5925,15.0,300,23,-38,-73,51,61,8,34,16,10.25,13.767361286333198,True,True
5926,15.0,301,-19,-13,37,76,44,47,2,-45,16.125,16.3078848683366,True,True
5927,15.0,302,43,79,11,-36,61,-19,-56,35,14.75,15.779037410420727,True,True
5928,15.0,303,51,-22,75,35,-3,41,-16,-60,12.625,13.498731126705366,True,True
5929,15.0,304,-14,10,37,82,-73,6,69,-26,11.375,12.116698346242458,True,True
5930,15.0,305,-77,82,73,-32,28,-49,18,30,9.125,11.241184226375992,True,True
5931,15.0,306,11,-59,62,-28,-67,57,71,45,11.5,15.301010151303473,True,True
5932,15.0,307,-4,65,-70,47,13,66,2,-39,10.0,11.819616468146705,True,True
5933,15.0,308,24,-83,76,60,-5,42,-50,11,9.375,13.741945922366057,True,True
5934,15.0,309,38,-8,75,86,-7,-36,19,1,21.0,19.50357157819957,True,True
5935,15.0,310,-72,10,43,29,-10,34,-33,88,11.125,12.412398910762164,True,True
5936,15.0,311,1,-8,-30,74,-28,37,15,68,16.125,15.077774359011983,True,True
5937,15.0,312,32,-87,58,76,-74,31,-8,53,10.125,19.56681411527464,True,True
5938,15.0,313,-29,73,-90,64,64,-58,43,-20,5.875,10.164319818864925,True,True
5939,15.0,314,-60,50,83,-5,11,69,-31,19,17.0,17.85231907352238,True,True
5940,15.0,315,45,-35,76,-27,-75,89,59,-19,14.125,15.454406529154994,True,True
5941,15.0,316,43,15,22,31,26,-39,33,-31,12.5,13.68763273837692,True,True
5942,15.0,317,36,22,-4,50,-80,-59,60,62,10.875,17.274478151378815,True,True
5943,15.0,318,50,-17,72,80,-73,11,-39,27,13.875,16.295982126275845,True,True
5944,15.0,319,70,44,-42,0,-1,21,-28,55,14.875,14.965618731617866,True,True
5945,15.0,320,65,83,20,-90,-10,-26,-28,56,8.75,11.612406754276066,True,True
5946,15.0,321,-2,82,-5,-4,-21,29,22,27,16.0,14.544273837379365,True,True
5947,15.0,322,39,-69,2,-55,70,-29,77,39,9.25,11.137832589234591,True,True
5948,15.0,323,72,-2,-4,48,-30,-47,-10,87,14.25,12.01282764453211,True,True
5949,15.0,324,61,61,-48,-90,6,36,50,19,11.875,19.586925735931658,True,True
5950,15.0,325,-81,52,64,37,27,-29,-13,35,11.5,16.20959558649122,True,True
5951,15.0,326,-67,8,-32,48,-34,46,48,51,8.5,11.003985842049389,True,True
5952,15.0,327,74,-22,23,42,-50,10,-53,72,12.0,12.583882095504151,True,True
5953,15.0,328,-5,61,-27,70,42,-34,-19,19,13.375,12.620534564399435,True,True
5954,15.0,329,87,23,-20,-20,46,33,48,-63,16.75,18.29640982246019,True,True
5955,15.0,330,39,62,-27,21,78,-10,8,-9,20.25,19.447110617776076,True,True
5956,15.0,331,-73,-24,25,22,78,76,-54,38,11.0,13.736709003365519,True,True
5957,15.0,332,12,40,43,21,24,44,-70,-74,5.0,10.91587001381464,True,True
5958,15.0,333,52,52,-85,-58,22,-9,88,36,12.25,18.45059503417994,True,True
5959,15.0,334,-43,83,54,-59,28,42,-78,65,11.5,17.511262936841945,True,True
5960,15.0,335,69,-29,78,82,-64,-4,-80,21,9.125,11.27717870339788,True,True
5961,15.0,336,85,-69,79,49,34,-29,35,-70,14.25,19.928326989906537,True,True
5962,15.0,337,-5,69,-78,62,-64,78,47,-55,6.75,10.692687021040143,True,True
5963,15.0,338,-32,-4,27,64,59,0,86,-68,16.5,18.124986609005987,True,True
5964,15.0,339,-51,84,-55,20,-49,7,48,87,11.375,10.421190474514475,True,True
5965,15.0,340,-39,87,-22,37,34,80,26,-64,17.375,18.94304865645168,True,True
5966,15.0,341,-8,35,-25,73,-44,80,82,-39,19.25,18.578100655504358,True,True
5967,15.0,342,36,3,47,-9,73,-38,-86,81,13.375,17.907030515441846,True,True
5968,15.0,343,-85,45,-29,57,-57,63,30,39,7.875,14.397725266089566,True,True
5969,15.0,344,50,-80,49,19,-11,14,25,19,10.625,14.945834564447182,True,True
5970,15.0,345,-49,69,12,-9,76,88,-70,-15,12.75,12.37408891147885,True,True
5971,15.0,346,-49,60,-57,-87,76,45,33,23,5.5,11.242500256571105,True,True
5972,15.0,347,-39,34,-8,77,72,28,-13,11,20.25,19.819982678881132,True,True
5973,15.0,348,59,-35,-1,-15,71,-84,76,44,14.375,19.086414060988716,True,True
5974,15.0,349,69,50,60,-25,-34,-37,-8,13,11.0,10.091478857351888,True,True
5975,15.0,350,-79,84,28,-55,49,66,38,-78,6.625,14.267219919662267,True,True
5976,15.0,351,43,52,12,51,-3,19,-87,20,13.375,19.37629290895356,True,True
5977,15.0,352,71,21,52,-35,50,-84,11,-21,8.125,11.833369966713036,True,True
5978,15.0,353,-34,-45,-16,33,88,73,73,-62,13.75,13.12432331434735,True,True
5979,15.0,354,80,0,-28,-16,54,86,-67,29,17.25,18.05492160918601,True,True
5980,15.0,355,49,-51,-33,29,38,78,-18,11,12.875,13.228448574570223,True,True
5981,15.0,356,73,-15,57,11,-15,-22,-85,78,10.25,12.203829508239323,True,True
5982,15.0,357,64,-23,16,62,-2,-59,79,-61,9.5,10.039505951252124,True,True
5983,15.0,358,46,70,-43,-46,37,-20,35,15,11.75,12.707828767373172,True,True
5984,15.0,359,-43,-23,28,11,67,77,21,-20,14.75,14.013133753300224,True,True
5985,15.0,360,78,3,84,-22,36,48,-59,-35,16.625,17.06704274389304,True,True
5986,15.0,361,-81,24,51,-71,18,43,19,47,6.25,13.681040267392405,True,True
5987,15.0,362,-49,-82,46,79,17,39,-5,69,14.25,19.877222885256316,True,True
5988,15.0,363,22,-10,70,-40,-55,88,-90,88,9.125,10.477561306117167,True,True
5989,15.0,364,-72,36,82,-34,86,-64,70,-17,10.875,11.809420806803985,True,True
5990,15.0,365,85,-67,87,-4,-70,-5,74,26,15.75,18.8237826437705,True,True
5991,15.0,366,-17,-36,40,64,15,10,-17,61,15.0,14.76073243474653,True,True
5992,15.0,367,37,25,65,-29,39,-44,53,-30,14.5,15.718860111804048,True,True
5993,15.0,368,-51,70,25,9,56,-31,34,5,14.625,15.572686888044615,True,True
5994,15.0,369,-42,-25,3,28,87,36,72,-33,15.75,14.404294655112523,True,True
5995,15.0,370,-40,71,85,57,-31,-60,82,-23,17.625,18.13533313118799,True,True
5996,15.0,371,47,11,26,43,35,-66,-25,52,15.375,18.895271455852992,True,True
5997,15.0,372,27,11,-38,-32,67,74,-77,75,13.375,16.415532575240775,True,True
5998,15.0,373,-8,51,67,37,16,-12,6,-3,19.25,18.68729294328506,True,True
5999,15.0,374,-31,36,67,57,-54,52,-52,3,9.75,11.222307242434653,True,True
6000,15.0,375,3,59,14,10,55,-34,-72,89,15.5,17.44931756009842,True,True
6001,15.0,376,-43,31,-34,77,27,33,19,-28,10.25,10.086014408568758,True,True
6002,15.0,377,-84,-54,-9,9,84,49,14,79,11.0,14.293232317704934,True,True
6003,15.0,378,28,-78,-27,20,34,2,85,66,16.25,19.754269530692795,True,True
6004,15.0,379,29,60,-62,30,-56,-4,84,23,13.0,15.366909731627743,True,True
6005,15.0,380,-22,81,73,-45,58,-66,-84,89,10.5,14.322093621028046,True,True
6006,15.0,381,-83,-48,78,-37,80,-53,57,89,10.375,11.981562811330804,True,True
6007,15.0,382,-67,66,-87,46,59,-10,4,59,8.75,16.203350975547863,True,True
6008,15.0,383,12,69,-81,-23,66,79,-80,36,9.75,17.52641902386742,True,True
6009,15.0,384,-17,-51,9,87,-17,21,42,65,17.375,16.9080390499619,True,True
6010,15.0,385,80,-85,-8,27,39,30,47,-25,13.125,17.9567063826932,True,True
6011,15.0,386,-81,36,40,-77,62,-13,32,58,7.125,15.269823623599677,True,True
6012,15.0,387,14,59,-77,3,10,-66,84,89,14.5,18.72812365561947,True,True
6013,15.0,388,78,71,-85,-13,25,-37,52,-20,8.875,11.290115794349276,True,True
6014,15.0,389,-81,75,89,28,-83,34,-39,59,10.25,19.239684629198592,True,True
6015,15.0,390,77,68,13,56,-40,-35,-82,43,12.5,17.318699138339355,True,True
6016,15.0,391,70,-3,-89,44,-3,48,-26,14,6.875,10.854577188476839,True,True
6017,15.0,392,17,47,-5,78,-24,11,89,-78,16.875,19.119743644737213,True,True
6018,15.0,393,7,-51,41,4,6,87,68,-50,14.0,13.790451558592707,True,True
6019,15.0,394,-29,59,68,-17,-42,51,77,-63,13.0,14.098997393854177,True,True
6020,15.0,395,-14,-7,68,70,53,-13,3,-38,15.25,14.061860412482986,True,True
6021,15.0,396,12,-37,17,69,23,-89,54,47,12.0,18.404816844606955,True,True
6022,15.0,397,-29,-88,85,11,22,47,29,36,14.125,19.642401440569557,True,True
6023,15.0,398,-23,-8,19,80,-70,32,-26,87,11.375,10.205603765006856,True,True
6024,15.0,399,-12,42,-22,69,32,25,0,-53,10.125,10.454547464995954,True,True
6025,15.0,400,82,87,-82,-35,-6,38,-7,34,13.875,16.11504420763501,True,True
6026,15.0,401,-66,26,81,-13,77,-20,85,-72,12.25,13.573432858038473,True,True
6027,15.0,402,64,-22,75,7,78,-47,-90,6,8.875,12.07929481870545,True,True
6028,15.0,403,74,44,-5,74,4,-35,-55,28,16.125,16.836825505218428,True,True
6029,15.0,404,51,64,4,69,-27,-7,33,-53,16.75,17.83657661766449,True,True
6030,15.0,405,72,-34,-13,33,84,-43,64,-79,10.5,12.03175858684159,True,True
6031,15.0,406,82,-84,-37,-20,36,-20,73,85,14.375,16.917622816058724,True,True
6032,15.0,407,-82,80,-27,81,67,-79,71,-37,9.25,14.813012987376482,True,True
6033,15.0,408,-66,-6,85,-64,55,13,89,24,16.25,19.15100258587509,True,True
6034,15.0,409,14,-35,13,-40,78,79,-90,60,9.875,13.660144645706794,True,True
6035,15.0,410,73,65,20,-64,49,60,-76,-51,9.5,15.969660547234184,True,True
6036,15.0,411,19,-39,47,67,-40,-54,27,74,12.625,13.859466217945311,True,True
6037,15.0,412,10,35,53,-87,-69,70,-4,39,5.875,12.712821495905331,True,True
6038,15.0,413,17,81,3,60,-10,-44,6,-9,13.0,11.473106508913304,True,True
6039,15.0,414,-85,68,-72,-30,-38,73,82,78,9.5,14.438940253038226,True,True
6040,15.0,415,45,-82,14,-83,59,19,1,80,6.625,14.131561901973896,True,True
6041,15.0,416,67,-86,37,-46,38,-10,80,-7,9.125,12.78610371838883,True,True
6042,15.0,417,-35,43,-89,61,52,70,-75,31,7.25,16.980081468316115,True,True
6043,15.0,418,84,-63,53,83,-33,-10,-17,44,17.625,18.272170407292037,True,True
6044,15.0,419,34,-29,-3,27,29,-15,79,17,17.375,16.713153363858055,True,True
6045,15.0,420,-30,31,-14,-74,60,82,32,-2,10.625,12.035312473936472,True,True
6046,15.0,421,32,88,7,17,88,-86,-84,26,11.0,19.4234497284624,True,True
6047,15.0,422,17,-49,26,-80,63,-10,27,74,8.5,11.993358703178501,True,True
6048,15.0,423,87,-35,-62,26,36,78,-84,48,11.75,17.81329113393923,True,True
6049,15.0,424,-64,69,-30,-14,-47,49,53,55,8.875,10.286298644594893,True,True
6050,15.0,425,-8,-33,-68,81,77,56,56,-32,16.125,18.004443793099284,True,True
6051,15.0,426,81,0,58,-42,-54,-9,48,15,12.125,12.041721485979622,True,True
6052,15.0,427,37,-84,-33,65,38,76,-67,41,9.125,16.560160503293986,True,True
6053,15.0,428,32,-67,68,62,-50,-49,82,18,12.0,14.997918677938628,True,True
6054,15.0,429,2,-47,49,-67,15,88,-23,65,10.25,10.188151815284101,True,True
6055,15.0,430,57,-87,32,-52,1,76,84,1,14.0,19.743760151043773,True,True
6056,15.0,431,-39,23,-2,74,74,-25,58,-55,13.5,13.427338418427382,True,True
6057,15.0,432,49,20,-42,-9,-16,34,8,50,11.75,12.204452806067195,True,True
6058,15.0,433,8,-39,82,-14,50,75,-13,-10,17.375,15.503467430737686,True,True
6059,15.0,434,12,81,13,26,-46,78,-62,19,15.125,16.330939486652028,True,True
6060,15.0,435,-23,70,56,46,-85,-18,43,4,11.625,16.288777035995906,True,True
6061,15.0,436,53,49,25,-72,87,-47,-25,50,15.0,18.975985503436647,True,True
6062,15.0,437,1,-30,-10,-59,30,85,24,89,16.25,14.823798591369524,True,True
6063,15.0,438,-16,1,55,-85,47,62,-68,51,5.875,12.155997621817619,True,True
6064,15.0,439,57,-46,-40,83,-44,80,66,-45,13.875,13.148051687972725,True,True
6065,15.0,440,15,-58,33,40,48,-59,70,7,12.0,15.380336176594085,True,True
6066,15.0,441,34,73,78,48,30,-74,-79,-38,9.0,15.963417267898961,True,True
6067,15.0,442,-34,69,-11,34,-59,68,10,57,16.75,18.619287920858284,True,True
6068,15.0,443,41,89,-89,-24,45,11,38,-54,7.125,11.313915290585129,True,True
6069,15.0,444,-8,8,-86,71,7,53,37,4,10.75,14.95292224216422,True,True
6070,15.0,445,-43,-16,34,44,11,-37,44,67,13.0,13.75041201819593,True,True
6071,15.0,446,75,17,33,18,21,3,-27,13,19.125,18.63286687416482,True,True
6072,15.0,447,58,58,-39,66,-25,1,51,-84,10.75,15.537060944425065,True,True
6073,15.0,448,-68,-72,-88,62,42,16,50,76,2.25,10.300105459709783,True,True
6074,15.0,449,31,26,77,-61,61,-22,19,-55,9.5,11.107939829805872,True,True
6075,15.0,450,74,23,-51,16,83,-48,29,-29,12.125,11.666213027932741,True,True
6076,15.0,451,83,4,52,79,-10,-47,-9,-3,18.625,17.117215985974042,True,True
6077,15.0,452,73,-35,56,-6,3,-88,-9,88,10.25,11.99516800760037,True,True
6078,15.0,453,-8,25,69,-6,40,39,-88,20,11.375,16.672443941422443,True,True
6079,15.0,454,-25,-59,33,53,-24,45,57,21,12.625,14.674244137884813,True,True
6080,15.0,455,1,62,1,23,84,-75,-87,69,9.75,16.98933481416705,True,True
6081,15.0,456,-85,41,63,-35,-50,83,72,-25,8.0,10.13804380716013,True,True
6082,15.0,457,74,-79,59,-30,-56,82,0,31,10.125,12.957342976260037,True,True
6083,15.0,458,34,79,52,68,-15,-15,-86,-59,7.25,11.04551057912721,True,True
6084,15.0,459,-79,-37,37,84,57,-15,-15,86,14.75,16.697284929847257,True,True
6085,15.0,460,89,64,46,-21,-44,5,-46,15,13.5,12.310800204347174,True,True
6086,15.0,461,-12,-89,8,60,-30,41,65,26,8.625,13.450346437390209,True,True
6087,15.0,462,32,-6,-41,-6,89,52,-25,4,12.375,10.173348446476382,True,True
6088,15.0,463,36,56,-14,-13,-6,54,-37,86,20.25,19.58121282271489,True,True
6089,15.0,464,29,26,64,32,62,-34,-58,-31,11.25,12.86857344367641,True,True
6090,15.0,465,48,-17,-68,22,11,80,-3,14,10.875,11.7926485979049,True,True
6091,15.0,466,8,5,9,47,-8,53,18,6,17.25,16.910776197337952,True,True
6092,15.0,467,85,-29,-42,-36,15,8,74,33,13.5,11.718497687433342,True,True
6093,15.0,468,55,25,75,35,-76,49,-53,3,14.125,19.79010614070151,True,True
6094,15.0,469,30,59,69,59,-57,-42,42,-30,16.25,19.351913459619254,True,True
6095,15.0,470,9,76,81,34,-51,-35,45,-65,11.75,13.193591728234736,True,True
6096,15.0,471,-53,-43,64,81,88,79,-86,-44,10.75,13.281570195737686,True,True
6097,15.0,472,-45,-74,85,81,-15,19,48,23,15.25,17.781681976794744,True,True
6098,15.0,473,80,-90,73,-55,4,71,32,-26,11.125,16.646946425490825,True,True
6099,15.0,474,-28,70,33,-79,53,-23,19,51,12.0,16.091991193296906,True,True
6100,15.0,475,54,42,61,-64,-18,-59,60,22,12.25,16.537801984091033,True,True
6101,15.0,476,41,-85,68,61,-19,-37,-16,64,9.625,13.435617147393629,True,True
6102,15.0,477,73,-29,-44,67,30,39,-29,-5,12.75,12.224834973121887,True,True
6103,15.0,478,-52,73,84,-71,66,61,-70,8,12.375,18.68967440935461,True,True
6104,15.0,479,72,50,65,-45,-5,23,-39,-26,11.875,11.478308117127256,True,True
6105,15.0,480,28,-14,-78,62,-6,-34,72,47,9.625,12.15252784535079,True,True
6106,15.0,481,0,43,30,52,-82,0,56,-34,8.125,12.280622941312771,True,True
6107,15.0,482,-79,3,66,74,20,57,-75,18,10.5,17.837636909197073,True,True
6108,15.0,483,17,-35,-48,53,69,40,-22,44,14.75,16.023757655346145,True,True
6109,15.0,484,-42,27,0,31,40,5,14,38,14.125,15.065555415415162,True,True
6110,15.0,485,15,27,44,-34,55,-45,-14,31,9.875,10.722982565346854,True,True
6111,15.0,486,57,-2,5,77,-90,20,89,-69,10.875,17.33316061781116,True,True
6112,15.0,487,-24,-7,51,62,39,18,49,-61,15.875,18.364074212301688,True,True
6113,15.0,488,-70,34,48,-77,46,35,-18,78,9.5,15.907722571790032,True,True
6114,15.0,489,84,64,46,-24,7,-83,-5,23,14.0,17.548966509807087,True,True
6115,15.0,490,21,-37,55,7,20,-50,54,44,14.25,16.024475467715206,True,True
6116,15.0,491,-7,61,-19,69,-54,31,8,56,18.125,19.40939799744092,True,True
6117,15.0,492,67,-84,63,-4,82,42,-2,-65,12.375,19.019747593991355,True,True
6118,15.0,493,0,-2,-80,45,64,39,-6,10,8.75,11.940016435067918,True,True
6119,15.0,494,-16,27,-45,-53,81,85,13,19,13.875,12.772144800879431,True,True
6120,15.0,495,62,50,-2,-19,67,-6,-23,13,17.75,17.01004299954394,True,True
6121,15.0,496,-53,76,20,-82,-75,82,32,62,7.75,14.791021091907254,True,True
6122,15.0,497,-17,89,26,89,-27,-64,78,-11,20.375,19.718737910420174,True,True
6123,15.0,498,79,-69,53,-76,19,37,85,-67,7.625,13.673495309066084,True,True
6124,15.0,499,37,80,-4,66,17,-51,-25,0,15.0,14.548650462525643,True,True
6125,15.0,500,-76,-3,19,54,6,-6,31,68,11.625,14.534463401030365,True,True
6126,15.0,501,-83,-13,11,6,81,7,47,40,12.0,15.399277028246757,True,True
6127,15.0,502,-77,29,-83,83,-5,57,12,77,11.625,19.460976442416893,True,True
6128,15.0,503,66,19,-28,-18,-37,65,27,11,13.125,12.653324642809707,True,True
6129,15.0,504,27,2,79,46,41,2,-68,-54,9.375,11.772024338974802,True,True
6130,15.0,505,-54,-64,23,13,15,52,60,46,11.375,15.126458583511749,True,True
6131,15.0,506,-71,77,-72,-73,81,9,52,55,7.25,14.058810266898547,True,True
6132,15.0,507,87,76,-26,-11,-2,-78,17,30,11.625,12.135381754029197,True,True
6133,15.0,508,85,-16,-47,-27,77,83,-26,23,19.0,16.899156143168398,True,True
6134,15.0,509,-23,-3,26,87,84,-9,26,-87,12.625,14.51110809898583,True,True
6135,15.0,510,56,24,43,12,-63,43,-69,39,10.625,16.330665223683184,True,True
6136,15.0,511,30,19,46,-48,9,88,-76,14,10.25,12.800617327233681,True,True
6137,15.0,512,88,63,-10,-14,-47,14,86,-28,19.0,16.686651023226716,True,True
6138,15.0,513,33,-41,50,49,30,50,-70,14,14.375,19.092665487332937,True,True
6139,15.0,514,19,75,52,3,38,-10,-39,-39,12.375,12.079327916988689,True,True
6140,15.0,515,9,20,-48,-52,49,9,40,39,8.25,10.19279531315155,True,True
6141,15.0,516,-64,83,-40,66,15,0,43,25,16.0,17.941483464711354,True,True
6142,15.0,517,49,-13,82,86,26,-32,-11,-13,21.75,19.93687074941562,True,True
6143,15.0,518,-80,-70,56,60,4,60,-80,73,2.875,10.844473935851596,True,True
6144,15.0,519,1,89,-26,-50,12,42,6,73,18.375,17.457586314633687,True,True
6145,15.0,520,-42,3,68,-49,35,74,36,10,16.875,18.11493556674921,True,True
6146,15.0,521,-9,42,-4,-10,32,58,42,-28,15.375,15.373635038554966,True,True
6147,15.0,522,22,52,44,-24,-22,-32,4,66,13.75,13.530269218314487,True,True
6148,15.0,523,19,52,32,-34,-84,89,28,-42,7.5,10.119709003936265,True,True
6149,15.0,524,25,39,65,26,-60,59,-67,2,11.125,15.517907813204943,True,True
6150,15.0,525,-47,-44,-83,49,71,38,71,43,12.25,19.318553984664447,True,True
6151,15.0,526,66,-57,1,79,-54,-15,55,23,12.25,13.186805943152422,True,True
6152,15.0,527,67,-43,75,66,-78,-89,7,36,5.125,12.556792446911317,True,True
6153,15.0,528,-47,73,27,-88,67,-51,28,49,7.25,13.214167215813063,True,True
6154,15.0,529,36,-13,18,46,9,-78,-3,67,10.25,13.444121218681204,True,True
6155,15.0,530,-14,40,34,-8,18,35,-66,88,15.875,17.236144381375254,True,True
6156,15.0,531,85,22,-89,11,-63,58,59,-26,7.125,11.999740107723511,True,True
6157,15.0,532,40,34,35,-42,-72,-29,81,58,13.125,16.679228240558388,True,True
6158,15.0,533,12,18,39,84,3,-86,-64,55,7.625,12.85172743398607,True,True
6159,15.0,534,22,31,-1,-5,89,-24,-8,49,19.125,17.41063317768476,True,True
6160,15.0,535,1,61,75,-19,39,-88,25,-5,11.125,15.492977540051271,True,True
6161,15.0,536,60,36,-11,30,-11,-36,66,-21,14.125,13.758695737554945,True,True
6162,15.0,537,14,35,-16,57,45,-33,60,-59,12.875,14.823703644930589,True,True
6163,15.0,538,-35,35,-7,-46,-60,62,86,53,11.0,11.072380034866427,True,True
6164,15.0,539,33,-62,-31,50,30,40,-49,64,9.375,12.229148940961807,True,True
6165,15.0,540,41,-48,-6,82,89,63,-16,-46,19.875,19.885092020438748,True,True
6166,15.0,541,32,-34,63,46,44,-2,-57,29,15.125,17.557793724852417,True,True
6167,15.0,542,48,41,-63,14,9,-21,77,-26,9.875,10.424368265285551,True,True
6168,15.0,543,-16,65,-16,46,-73,36,-15,65,11.5,13.752200600974533,True,True
6169,15.0,544,-59,32,36,-14,35,-38,19,71,10.25,11.707306013589402,True,True
6170,15.0,545,-89,72,31,54,-25,-2,58,-54,5.625,10.13113872419919,True,True
6171,15.0,546,84,28,-17,-73,-38,-22,72,75,13.625,14.182150845251982,True,True
